rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vector_ls_ins_rsv,Vector load/store encodings for unsupported EEW widths are reserved.,cp_exceptionsv_LS_stdtrapvec,Directly tests that vector load/store encodings for unsupported EEW widths are reserved and raise illegal instruction exceptions,cp_ssstrictv_ls_eew_2x_elen,Coverpoint directly tests that unsupported EEW widths (2*ELEN) in vector load/store encodings are treated as reserved and trap,cp_ssstrictv_ls_eew_lt_sewmin,Coverpoint directly tests that vector load/store encodings with unsupported EEW widths (EEW < SEWMIN) are reserved and cause a trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoint cp_exceptionsv_LS_stdtrapvec directly tests that vector load/store encodings for unsupported EEW widths are reserved by verifying they raise illegal instruction exceptions, which is exactly what the normative rule requires.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_bytewise,The vector offset operand is treated as a vector of byte-address offsets.,cp_vs2_edges,"cp_vs2_edges ls variant tests vs2 offset edge values {0, random < 2*VLMAX} which are byte-address offsets, exercising the rule that vector offset operands are treated as byte-address offsets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that vector offset operands are treated as byte-address offsets. The cp_vs2_edges coverpoint directly tests vs2 offset edge values (0 and random values < 2*VLMAX) which are byte-address offsets, explicitly exercising this rule. The edge values ensure both zero and non-zero byte offsets are tested.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_XLEN_dep,"If the vector offset elements are narrower than XLEN, they are zero-extended to XLEN before adding to the base effective address.  If the vector offset elements are wider than XLEN, the least-significant XLEN bits are used in the address calculation.",cp_custom_ls_indexed_zero_extended_sew{8/16},"This coverpoint directly tests that vector offset elements narrower than XLEN are zero-extended (not sign-extended) before adding to the base effective address, by using SEW=8/16 offsets set to all ones and verifying the unsigned interpretation is used.",cp_custom_ls_indexed_truncated,"The coverpoint tests that when vector offset elements are wider than XLEN (SEW=64 on RV32), the least-significant XLEN bits are used in the address calculation, which is exactly the truncation behavior described by this rule.",cp_vs2_edges,cp_vs2_edges ls variant tests edge offset values in vs2 elements which interact with XLEN-dependent zero-extension or truncation when offset element width differs from XLEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule has two aspects: (1) narrower-than-XLEN offsets are zero-extended, and (2) wider-than-XLEN offsets are truncated to least-significant XLEN bits. cp_custom_ls_indexed_zero_extended_sew8/16 directly tests zero-extension for SEW=8 and SEW=16 offsets. cp_custom_ls_indexed_truncated tests truncation for SEW=64 on RV32. cp_vs2_edges provides additional edge-case coverage for offset values that interact with both behaviors. Both aspects of the rule are fully covered.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EEW_rsv,"If the implementation does not support the EEW of the offset elements, the instruction is reserved.",cp_exceptionsv_LS_stdtrapvec,Tests that unsupported EEW for offset elements raises illegal instruction exceptions,cp_ssstrictv_ls_eew_lt_sewmin,"Coverpoint directly tests that when the implementation does not support the EEW (because it is below SEWMIN), the instruction is treated as reserved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that if the implementation does not support the EEW of offset elements, the instruction is reserved. cp_exceptionsv_LS_stdtrapvec tests that unsupported EEW raises illegal instruction exceptions (the standard trap behavior for reserved encodings). cp_ssstrictv_ls_eew_lt_sewmin directly tests the case where EEW is below SEWMIN (the minimum supported SEW), which is the primary mechanism by which an EEW becomes unsupported. Together these coverpoints test both the condition (unsupported EEW) and the expected behavior (reserved/illegal instruction trap).",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_stride_ordered_op,"Vector unit-stride and constant-stride memory accesses do not guarantee ordering between individual element accesses.  The vector indexed load and store memory operations have two forms, ordered and unordered.  The indexed-ordered variants preserve element ordering on memory accesses.",cp_rs2_edges,"Edge coverpoint cp_rs2_edges on [vlse16.v, vlse32.v, vlse64.v, vlse8.v, vsse16.v, ... (8 total)] tests vector_ls_stride_ordered_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vloxei16.v, vloxei32.v, vloxei64.v, vloxei8.v, vsoxei16.v, ... (8 total)] tests vector_ls_stride_ordered_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_rs2_edges, cp_vs2_edges) test vector_ls_stride_ordered operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_stride_unordered_op,"For unordered instructions (mop[1:0]!=11) there is no guarantee on element access order.  If the accesses are to a strongly ordered IO region, the element accesses can be initiated in any order.",cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vluxei16.v, vluxei32.v, vluxei64.v, vluxei8.v, vsuxei16.v, ... (8 total)] tests vector_ls_stride_unordered_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_vs2_edges) test vector_ls_stride_unordered operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_stride_unordered_precise,"For implementations with precise vector traps, exceptions on indexed-unordered stores must also be precise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to test precise traps on indexed-unordered stores,Need coverpoint to test precise traps on indexed-unordered stores,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_nf_op,"The nf[2:0] field encodes the number of fields in each segment.  For regular vector loads and stores, nf=0, indicating that a single value is moved between a vector register group and memory at each element position.  Larger values in the nf field are used to access multiple contiguous fields within a segment as described below in .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify nf[2:0] field encoding for segment count,Need coverpoint to verify nf[2:0] field encoding for segment count,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_wholels_nf_op,The nf[2:0] field also encodes the number of whole vector registers to transfer for the whole vector register load/store instructions.,cp_custom_vwholeRegLS_vill,The coverpoint tests whole register load/store instructions which use the nf field to encode the number of whole vector registers to transfer,cp_custom_vwholeRegLS_lmul,"Coverpoint verifies that nf encodes the number of whole vector registers transferred, independent of LMUL",cp_ssstrictv_ls_wr_nf_reserved,Coverpoint exercises the nf field encoding for whole register load/store instructions by using various nf values including reserved ones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that nf[2:0] encodes the number of whole vector registers to transfer for whole vector register load/store instructions. cp_custom_vwholeRegLS_vill tests whole register load/store instructions using the nf field to encode the number of registers transferred, and cp_custom_vwholeRegLS_lmul verifies that nf encodes the number of whole vector registers transferred independent of LMUL. Together these coverpoints fully test the nf encoding behavior for whole register load/store instructions.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EEW,Vector loads and stores have an EEW encoded directly in the instruction.  The corresponding EMUL is calculated as EMUL = (EEW/SEW)*LMUL.,cp_exceptionsv_LS_stdtrapvec,"Tests the EEW encoded directly in vector load/store instructions, verifying behavior for both supported and unsupported widths",cp_custom_maskLS_emul_ge_16,Coverpoint exercises vector load/store EEW encoding with EEW=8 for mask operations across different SEW/LMUL settings,cp_ssstrict_ls_nf_eew,Tests across different EEW values encoded in segment load/store instructions to create NFIELDS * EEW violations,cp_ssstrictv_ls_eew_2x_elen,"Coverpoint tests vector load/store instructions with EEW encoded directly in the instruction, specifically testing unsupported EEW = 2*ELEN",cp_ssstrictv_ls_eew_lt_sewmin,"Coverpoint tests vector load/store instructions where EEW is encoded directly in the instruction, verifying behavior when that EEW is unsupported (less than SEWMIN)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints focus heavily on exception/error cases (unsupported EEW, EEW violations, strict mode traps) and one specific EEW=8 mask case. However, the normative rule states two things: (1) vector loads/stores have EEW encoded directly in the instruction, and (2) EMUL is calculated as EMUL = (EEW/SEW)*LMUL. The coverpoints test various EEW encodings but primarily in error/boundary scenarios. There is no coverpoint that systematically verifies the EMUL = (EEW/SEW)*LMUL calculation for valid/supported EEW values across different SEW and LMUL combinations in normal (non-exception) operation.","No coverpoint systematically tests that EMUL is correctly calculated as (EEW/SEW)*LMUL for supported EEW values across various SEW and LMUL settings in normal operation; No coverpoint tests all supported EEW widths (8, 16, 32, 64) in non-exceptional scenarios to verify correct EEW encoding and decoding",,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EMUL,Vector loads and stores have an EEW encoded directly in the instruction.  The corresponding EMUL is calculated as EMUL = (EEW/SEW)*LMUL.,cp_custom_maskLS_emul_ge_16,"Coverpoint tests EMUL calculation for mask load/stores where EMUL = (EEW/SEW)*LMUL, but mask operations override to EMUL=1",cp_ssstrict_ls_nf_eew,"EEW determines EMUL via EMUL = (EEW/SEW)*LMUL, so varying EEW indirectly exercises EMUL calculation for segment instructions",cp_ssstrictv_ls_emul_16,"Coverpoint exercises EMUL = (EEW/SEW)*LMUL calculation for vector load/store instructions with specific EEW, SEW, and LMUL values producing EMUL=16",cp_ssstrictv_ls_emul_f16,"The coverpoint uses vector load/store instructions where EMUL is calculated from EEW/SEW*LMUL, directly exercising the EMUL calculation for vector loads and stores.",cp_ssstrictv_ls_idx_emul_gt8,Coverpoint exercises the EMUL = (EEW/SEW)*LMUL calculation for vector loads/stores by choosing parameters that make the result exceed 8.,cp_ssstrictv_ls_idx_emul_lt_f8,Tests the EMUL = (EEW/SEW)*LMUL calculation for vector loads/stores where the result is < 1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints test EMUL calculation at extreme values (EMUL=16, EMUL=1/16, EMUL>8, EMUL<1/8) and for special cases (mask operations, segment instructions). However, there is a gap in testing normal/common EMUL values that fall within the valid range (EMUL=1, 2, 4, 8, 1/2, 1/4, 1/8). The spec text describes a general formula that applies to all vector loads and stores, and while boundary/extreme cases are well covered, the typical in-range EMUL calculations are not explicitly tested.","No coverpoint tests common valid EMUL values (1, 2, 4, 8, 1/2, 1/4, 1/8) produced by the EEW/SEW*LMUL formula for unit-stride and strided load/store instructions",,,,,,,,,,,,,,,,,,,,,,,,,,
